epoch,train_loss,train_acc,train_f1,train_auc,val_loss,val_acc,val_f1,val_f1_attack,val_auc
0,0.20400939679290894,0.46887825168885394,0.6237184426160362,0.49973061530581225,0.21461650475542596,0.8181434599156118,0.8999582192098788,0.8999582192098788,0.4921973286562745
1,0.20357376445863115,0.4659649289927207,0.6344161984153723,0.5002276304806889,0.21240325811061453,0.8183966244725739,0.9001299424540561,0.9001299424540561,0.49281735455361586
2,0.2035337723111526,0.46549657466282457,0.6351286177989477,0.5000444554889165,0.21300162248154905,0.8184810126582278,0.9001717176405069,0.9001717176405069,0.4955995890004531
